policy_id,policy_country_iso_code,policy_jurisdiction,policy_country,policy_type_of_policy_instrument,policy_sector_name,policy_type,policy_implementation_state,policy_date_of_decision,policy_start_date_of_implementation,policy_end_date_of_implementation,policy_high_impact,policy_start_date_analysis,policy_end_date_analysis,DirectInvestment,FiscalFinancialIncentives,Market-basedInstruments,CodesStandards,OtherRegulatoryInstruments,RDD,InformationEducation,PolicySupport,VoluntaryApproaches,BarrierRemoval,ClimateStrategy,Target,g1,g2,g3,g4,g5,g6,g7,eh1,eh2,eh3,eh4,eh5,eh6,eh7,eh8,eh9,eh10,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,i13,i14,b1,b2,b3,b4,b5,b6,lt1,lt2,lt3,lt4,lt5,lt6,lt7,af1,af2,af3,af4,af5,af6,GeneralSector,ElectricitySector,IndustrySector,BuildingsSector,TransportSector,LandSector,F,Sp
3799,CHL,Country,Chile,"Economic instruments, Information and education, Information provision, Professional training and qualification, Policy support, Institutional creation, Strategic planning, Regulatory Instruments, Monitoring","Electricity and heat, Transport, Low-emissions mobility","Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",In force,2018,2018,2022,Unknown,2018,2022,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,2,2
3801,CHL,Country,Chile,"Policy support, Strategic planning",Electricity and heat,"Energy efficiency, Renewables",In force,2017,2017,,Unknown,2017,2019,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1
3808,DNK,Country,Denmark,"Climate strategy, Political & non-binding climate strategy, Target, Energy efficiency target, Political & non-binding energy efficiency target, Renewable energy target, Political & non-binding renewable energy target","Buildings, Renewables, General, Industry","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",In force,2011,,,Unknown,2011,2019,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,5,2
3810,UKR,Country,Ukraine,"Policy support, Strategic planning",General,,In force,2017,,,Unknown,2017,2019,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
3811,ARE,Country,United Arab Emirates,"Policy support, Strategic planning","Electricity and heat, Coal, Gas, Nuclear, Renewables","Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",In force,2017,2017,2050,Unknown,2017,2050,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
3812,UKR,Country,Ukraine,"Strategic planning, Energy efficiency target, Political & non-binding energy efficiency target","Electricity and heat, Nuclear, Coal, Gas, Oil, General","Energy efficiency, Other low-carbon technologies and fuel switch",In force,2013,,,Unknown,2013,2019,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5,2
3814,DNK,Country,Denmark,Strategic planning,"Electricity and heat, Renewables",Renewables,In force,2013,,,Unknown,2013,2019,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
3815,DNK,Country,Denmark,Tax relief,Low-emissions mobility,Other low-carbon technologies and fuel switch,In force,2016,,2019,Unknown,2016,2019,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,2
3816,IRL,Country,Ireland,"Target, Renewable energy target, Political & non-binding renewable energy target","Renewables, General",Renewables,Ended,2007,,2010,Unknown,2007,2010,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5,2
3817,BRN,Country,Brunei Darussalam,"Target, Renewable energy target, Political & non-binding renewable energy target","Electricity and heat, Renewables",Renewables,In force,2014,,,Unknown,2014,2019,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
3820,AUT,Country,Austria,"Target, Energy efficiency target, Formal & legally binding energy efficiency target",General,Energy efficiency,In force,2014,,,Unknown,2014,2019,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
3824,BGR,Country,Bulgaria,"Feed-in tariffs or premiums, Strategic planning, Obligation schemes","Renewables, Transport","Renewables, Other low-carbon technologies and fuel switch",In force,2011,,,Unknown,2011,2019,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,2
3826,NOR,Country,Norway,Grants and subsidies,Buildings,"Energy efficiency, Renewables",In force,2017,,,Unknown,2017,2019,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1
3827,NOR,Country,Norway,Grants and subsidies,Buildings,"Energy efficiency, Renewables",In force,2017,,,Unknown,2017,2019,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1
3828,NOR,Country,Norway,Grants and subsidies,Transport,Other low-carbon technologies and fuel switch,In force,2017,,,Unknown,2017,2019,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1
